Product,Brand,Quantity,Store,Country,URL,Search_Term
Spécialité laitière fermentée,Activia,4 x 115 g,,France,https://world.openfoodfacts.org/product/3033491732546/activia-sans-sucres-ajoutes-graines-de-chia-ananas-abricot-sec,yogurt
Fleur de yaourt fruits rouges fleur de sureau,Mamie nova,2 × 115g,,France,https://world.openfoodfacts.org/product/3456770020675/fleur-de-yaourt-fruits-rouges-fleur-de-sureau-mamie-nova,yogurt
Panier de yoplait,Yoplait,,,France,https://world.openfoodfacts.org/product/3073781158892/panier-de-yoplait,yogurt
Yaourt figue et caramel soignon,Soignon,4 et 440g,,France,https://world.openfoodfacts.org/product/3523230061094/yaourt-figue-et-caramel-soignon,yogurt
BIFIDUS* saveur vanille saveur coco saveur citron,Carrefour,"1,5 kg : 2x(6 x 125 g)e","carrefour.fr, Carrefour",France,https://world.openfoodfacts.org/product/3560071411466/bifidus-carrefour,yogurt
Dessert gourmand,Lehmann,,,France,https://world.openfoodfacts.org/product/3700613102180/dessert-gourmand-lehmann,yogurt
Glace au yaourt vanille,California Bliss,300 g,,France,https://world.openfoodfacts.org/product/3760305210340/glace-au-yaourt-vanille-california-bliss,yogurt
Double saveur chocolat et petit beurre,"Danette, Danone",4 x 125 g,,France,https://world.openfoodfacts.org/product/3033492036667/double-saveur-chocolat-et-petit-beurre-danette,yogurt
Grec d’ici bio nature,Invitation à la ferme,,,France,https://world.openfoodfacts.org/product/3760284321976/grec-d-ici-bio-nature-invitation-a-la-ferme,yogurt
Yaourt myrtille,Gaec cherel,,,France,https://world.openfoodfacts.org/product/3770006494154/yaourt-myrtille-gaec-cherel,yogurt
Yogurt au lait de savoie,Baïko,,,France,https://world.openfoodfacts.org/product/3701184800123/yogurt-au-lait-de-savoie-baiko,yogurt
Yaourt,Gerentes,500 g,,France,https://world.openfoodfacts.org/product/3387270642206/yaourt-gerentes,yogurt
Yaourt a la crème de marrons,Beillevaire,,,France,https://world.openfoodfacts.org/product/3483130044422/yaourt-a-la-creme-de-marrons-beillevaire,yogurt
Yaourt,Kiri,,,France,https://world.openfoodfacts.org/product/3073781116854/yaourt-kiri,yogurt
Chocolat blanc passion,Danone,4 x 90 g,,France,https://world.openfoodfacts.org/product/3368850007431/chocolat-blanc-passion-danone,yogurt
Yaourt cacao,,,,France,https://world.openfoodfacts.org/product/3770027847205/yaourt-cacao,yogurt
Brassé au lait entier de Savoie,Nos régions ont du talent,,,France,https://world.openfoodfacts.org/product/3564709188218/brasse-au-lait-entier-de-savoie-nos-regions-ont-du-talent,yogurt
Yaourt au Lait Entier,Le Fierbois,,,France,https://world.openfoodfacts.org/product/3760029110018/yaourt-au-lait-entier-le-fierbois,yogurt
Chobani Complete Vanilla Advanced Nutrition Yogurt,Chobani,,,France,https://world.openfoodfacts.org/product/3588860017897/chobani-complete-vanilla-advanced-nutrition-yogurt,yogurt
Greek yogurt  vanilla,IOGO,,,France,https://world.openfoodfacts.org/product/0319025442116/greek-yogurt-vanilla-iogo,yogurt
Yogurt nature,,,,France,https://world.openfoodfacts.org/product/0353069379083/yogurt-nature,yogurt
Chobani Complete Strawberry Cream Advanced Nutrition Yogurt,Chobani,,,France,https://world.openfoodfacts.org/product/0352086966535/chobani-complete-strawberry-cream-advanced-nutrition-yogurt,yogurt
Greek style yogurt,Farmers Union,,,France,https://world.openfoodfacts.org/product/0344678403764/greek-style-yogurt-farmers-union,yogurt
Hipro banana,Hipro,,,France,https://world.openfoodfacts.org/product/3033491372476/hipro-banana,yogurt
Yaourt miel,Monoprix,,Monoprix,France,https://world.openfoodfacts.org/product/3350033933194/yaourt-miel-monoprix,yogurt
Face yogurt,,,,France,https://world.openfoodfacts.org/product/3386389081661/face-yogurt,yogurt
Yogurt,Chobani,,,France,https://world.openfoodfacts.org/product/3595860018977/yogurt-chobani,yogurt
Hipro,Danone,,,France,https://world.openfoodfacts.org/product/3033451074556/hipro-danone,yogurt
Greek prebiotics yogurt,Jalna,,,France,https://world.openfoodfacts.org/product/3344454983234/greek-prebiotics-yogurt-jalna,yogurt
Greek yogurt,Chobani,,,France,https://world.openfoodfacts.org/product/3595860011800/greek-yogurt-chobani,yogurt
YOGURT RASPERRY,KVARG,,,France,https://world.openfoodfacts.org/product/3023290018712/yogurt-rasperry-kvarg,yogurt
Organic vegan yogurt,Trader Joe's,,,France,https://world.openfoodfacts.org/product/3173454032655/organic-vegan-yogurt-trader-joe-s,yogurt
Yaourt fermier,La ferme désirs,,,France,https://world.openfoodfacts.org/product/3592860072237/yaourt-fermier-la-ferme-desirs,yogurt
Fat free greek yogurt,Chobani,,,France,https://world.openfoodfacts.org/product/0328700010137/fat-free-greek-yogurt-chobani,yogurt
High protein Greek style natural yogurt,Coles,,,France,https://world.openfoodfacts.org/product/0344605332587/high-protein-greek-style-natural-yogurt-coles,yogurt
Greek Yogurt,Chobani,,,France,https://world.openfoodfacts.org/product/3595860013859/greek-yogurt-chobani,yogurt
Yogurt greco - Megval Extra,,,,France,https://world.openfoodfacts.org/product/0329552693417/yogurt-greco-megval-extra,yogurt
Salted caramel Greek yogurt,Chobani,,,France,https://world.openfoodfacts.org/product/0314531069673/salted-caramel-greek-yogurt-chobani,yogurt
Vanilla bean dairy free coconut yogurt,Coyo,,,France,https://world.openfoodfacts.org/product/0354851000116/vanilla-bean-dairy-free-coconut-yogurt-coyo,yogurt
Blood orange yogurt,Gippsland yogurt,,,France,https://world.openfoodfacts.org/product/0300653102657/blood-orange-yogurt-gippsland-yogurt,yogurt
Mango passion yogurt,,,,France,https://world.openfoodfacts.org/product/0344658406556/mango-passion-yogurt,yogurt
Peanut butter cup flip yogurt,Chobani,,,France,https://world.openfoodfacts.org/product/0375643666662/peanut-butter-cup-flip-yogurt-chobani,yogurt
Vanilla coconut milk yogurt,,,,France,https://world.openfoodfacts.org/product/3710338020614/vanilla-coconut-milk-yogurt,yogurt
Peach yogurt,Yopro,,,France,https://world.openfoodfacts.org/product/0300554004142/peach-yogurt-yopro,yogurt
Yogurt (Protein),Pauls,,,France,https://world.openfoodfacts.org/product/3118676079149/yogurt-protein-pauls,yogurt
Passionfruit yogurt - Gippsland Dairy,,,,France,https://world.openfoodfacts.org/product/0344633105733/passionfruit-yogurt-gippsland-dairy,yogurt
Sojagurt Kirsche,Vemondo,500 g,,Germany,https://world.openfoodfacts.org/product/4056489466611/sojagurt-kirsche-vemondo,yogurt
Curd,Rewe,,REWE,Germany,https://world.openfoodfacts.org/product/4337256810258/curd-rewe,yogurt
Jogurt Drink Erdbeere,"EDEKA ZENTRALE Stiftung & Co. KG, Gut & Günstig",500g,,Germany,https://world.openfoodfacts.org/product/4311501042533/joghurt-drink-erdbeere-edeka-zentrale-stiftung-co-kg,yogurt
Yogurt bianco più triple chocolate,Müller,150 g,,Germany,https://world.openfoodfacts.org/product/42456001/mix-piu-triple-chocolate-muller,yogurt
Greek Yogurt,Lyttos,,,Germany,https://world.openfoodfacts.org/product/4088700054901/greek-yogurt-lyttos,yogurt
Protein Riso,Müller,180 g,,Germany,https://world.openfoodfacts.org/product/42419051/protein-riso-muller,yogurt
Honey  Greek yogurt,Brooklea Aldi,,,Germany,https://world.openfoodfacts.org/product/4088600447117/honey-greek-yogurt-brooklea-aldi,yogurt
Nonfat Greek Yogurt,Friendly Farms,2 lb,,Germany,https://world.openfoodfacts.org/product/4099100030181/nonfat-greek-yogurt-friendly-farms,yogurt
Frucht auf Joghurt Zitrone,K Classic,,Kaufland,Germany,https://world.openfoodfacts.org/product/4337185611674/frucht-auf-joghurt-zitrone-k-classic,yogurt
Griechischer Joghurt,K-Klassic,4pcs,,Germany,https://world.openfoodfacts.org/product/4003490322894/griechischer-joghurt-k-klassic,yogurt
Joghurt Mix! Joghurt Typ Sahnecreme & Waffelsticks,Gutes Land,157 g + 18 g = 175 g,Netto Marken-Discount,Germany,https://world.openfoodfacts.org/product/42436256/joghurt-mix-gutes-land,yogurt
Protein yogurt Vanilla,Duneen,500g,,Germany,https://world.openfoodfacts.org/product/4061464757189/protein-yogurt-vanilla-duneen,yogurt
Soffio,Muller,2x95 g,"Decò,Conad",Germany,https://world.openfoodfacts.org/product/4025500283612/soffio-muller,yogurt
milder Joghurt Zitrone,Rewe Bio,150 g,,Germany,https://world.openfoodfacts.org/product/4337256386814/milder-yogurt-zitrone-rewe-bio,yogurt
Yogurt estilo griego avellana y cacao,,6 x 125 g,,Germany,https://world.openfoodfacts.org/product/4056489733584/yogurt-estilo-griego-avellana-y-cacao,yogurt
Muller x myprotien yogurt vanilla,Müller,,,Germany,https://world.openfoodfacts.org/product/4025500294762/muller-x-myprotien-yogurt-vanilla,yogurt
Protein dezert with hazelnuts,Pilos,,lidl,Germany,https://world.openfoodfacts.org/product/4056489855484/protein-dezert-with-hazelnuts-pilos,yogurt
Yaourt 4%,,,,Germany,https://world.openfoodfacts.org/product/4056489065678/yaourt-4,yogurt
L.laktiflor Müsli Jogurt,Milsani,4 x 125 g,,Germany,https://world.openfoodfacts.org/product/4061458129657/l-laktiflor-musli-jogurt-milsani,yogurt
,Ja,,REWE,Germany,https://world.openfoodfacts.org/product/4337256291606/ja,yogurt
Tekoci jogurt,Milfina,,,Germany,https://world.openfoodfacts.org/product/4099200554426/tekoci-jogurt-milfina,yogurt
Greek styled yogurt,Pilos,,,Germany,https://world.openfoodfacts.org/product/4056489610885/greek-styled-yogurt-pilos,yogurt
Whole Milk Yogurt Vanilla,Simply Nature,,,Germany,https://world.openfoodfacts.org/product/4099100045673/whole-milk-yogurt-vanilla-simply-nature,yogurt
Yogurt,FrankenLand,125g,,Germany,https://world.openfoodfacts.org/product/4099936000273/yogurt-frankenland,yogurt
Yogurt di capra,,,,Germany,https://world.openfoodfacts.org/product/4056489892540/yogurt-di-capra,yogurt
Greek style mango,Muller light,,,Germany,https://world.openfoodfacts.org/product/4025500179311/greek-style-mango-muller-light,yogurt
Joghurt vanille,Milfina  yoghurt,,,Germany,https://world.openfoodfacts.org/product/4061459429220/joghurt-vanille-milfina-yoghurt,yogurt
Apricot Yogurt,Brooklea,,,Germany,https://world.openfoodfacts.org/product/4088600212685/apricot-yogurt-brooklea,yogurt
Vanilla yogurt,Friendly farm,,,Germany,https://world.openfoodfacts.org/product/4099100196320/vanilla-yogurt-friendly-farm,yogurt
Joghurt mild  bio  organic,Milbona,,,Germany,https://world.openfoodfacts.org/product/4056489234302/joghurt-mild-bio-organic-milbona,yogurt
Joghurt,Kaufland classic,175 g,,Germany,https://world.openfoodfacts.org/product/4337185508097/joghurt-kaufland-classic,yogurt
Fettarmer Joghurt mild,Berchtesgadener Land,150g,,Germany,https://world.openfoodfacts.org/product/4101530008590/joghurt-berchtesgadener-land,yogurt
Yogurt,Yoggi,,,Germany,https://world.openfoodfacts.org/product/4016241031204/yogurt-yoggi,yogurt
WHOLE MILK YOGURT,,,,Germany,https://world.openfoodfacts.org/product/4056489732525/whole-milk-yogurt,yogurt
Jogurt,Ja,,,Germany,https://world.openfoodfacts.org/product/4337256553605/jogurt-ja,yogurt
Salted caramel yoghurt - Brooklea - Brooklea,,,,Germany,https://world.openfoodfacts.org/product/4061464945524/salted-caramel-yoghurt-brooklea-brooklea,yogurt
Biscuit honey and  yogurt,Harvest Morn,,,Germany,https://world.openfoodfacts.org/product/4061464811836/biscuit-honey-and-yogurt-harvest-morn,yogurt
Kefir yogurt cremoso fragola,,,,Germany,https://world.openfoodfacts.org/product/4056489630890/kefir-yogurt-cremoso-fragola,yogurt
Half halfvolle romige kwark stracciatella,,,,Germany,https://world.openfoodfacts.org/product/4065019001697/half-halfvolle-romige-kwark-stracciatella,yogurt
,Γαλπο,,,Germany,https://world.openfoodfacts.org/product/4056489263937/%CE%B3%CE%B1%CE%BB%CF%80%CE%BF,yogurt
Bio Winter Joghurt mild Bratapfel,Andechser Natur,500 g,REWE,Germany,https://world.openfoodfacts.org/product/4104060031854/joghurt-bratapfel-andechser-natur,yogurt
Vanilla Nonfat Yogurt,Friendly Farms,850 g,,Germany,https://world.openfoodfacts.org/product/4099100008883/vanilla-nonfat-yogurt-friendly-farms,yogurt
Protein blended Greek  nonfat  yogurt,Friendly farms,,,Germany,https://world.openfoodfacts.org/product/4099100060645/protein-blended-greek-nonfat-yogurt-friendly-farms,yogurt
Joghurt.,Gutes Land,,,Germany,https://world.openfoodfacts.org/product/4316268490344/joghurt-gutes-land,yogurt
Cremiger Joghurt mit Spekulatius,Gutes land,,,Germany,https://world.openfoodfacts.org/product/4316268571999/cremiger-joghurt-mit-spekulatius-gutes-land,yogurt
Gesüsster     Joghurt,L classic,,,Germany,https://world.openfoodfacts.org/product/4337185280535/gesusster-joghurt-l-classic,yogurt
Blueberry yogurt,Friendly farms,6 oz,,Germany,https://world.openfoodfacts.org/product/4099100206654/blueberry-yogurt-friendly-farms,yogurt
Blackberry Greek yogurt,Friendly Farms,,,Germany,https://world.openfoodfacts.org/product/4099100029840/blackberry-greek-yogurt-friendly-farms,yogurt
Yopro fresa,Yopro,,,Spain,https://world.openfoodfacts.org/product/8410500029326/yopro-fresa,yogurt
Irrigador +Protéinas Coco,Hacendado,4 x 120 g,,Spain,https://world.openfoodfacts.org/product/8402001019845/proteinas-hacendado,yogurt
Jasmine yogurt,La Fermière,,,Spain,https://world.openfoodfacts.org/product/0842605111466/jasmine-yogurt-la-fermiere,yogurt
Yogurt cremoso melocotón y maracuyá,Auchan,,Auchan,Spain,https://world.openfoodfacts.org/product/8432022002069/yogurt-cremoso-melocoton-y-maracuya-auchan,yogurt
Mango Passionfruit,siggi's,,,Spain,https://world.openfoodfacts.org/product/0840290700149/mango-passionfruit-siggi-s,yogurt
Yogurt de la Cerdanya,,,,Spain,https://world.openfoodfacts.org/product/8437000063117/yogurt-de-la-cerdanya,yogurt
Greek mango yogurt,,,,Spain,https://world.openfoodfacts.org/product/8410128760731/greek-mango-yogurt,yogurt
Raspberry lychee yogurt,Presidents choice,,,Spain,https://world.openfoodfacts.org/product/8486691060004/raspberry-lychee-yogurt-presidents-choice,yogurt
Yogurt larsa stracciatella - Larsa - Larsa,,,,Spain,https://world.openfoodfacts.org/product/8411024410690/yogurt-larsa-stracciatella-larsa-larsa,yogurt
Salsa yogurt,Chovi,,,Spain,https://world.openfoodfacts.org/product/8410088332016/salsa-yogurt-chovi,yogurt
Strawberry Açaí,siggi's,,,Spain,https://world.openfoodfacts.org/product/0840290700262/strawberry-acai-siggi-s,yogurt
Helado día sándwich yogurt frutos rojos,Día,,,Spain,https://world.openfoodfacts.org/product/8480017300218/helado-dia-sandwich-yogurt-frutos-rojos,yogurt
Yogurt griego manzana tatin,El pastoret,,,Spain,https://world.openfoodfacts.org/product/8424790130112/yogurt-griego-manzana-tatin-el-pastoret,yogurt
Piacersi yogurt greco,Conad,170 g,Conad,Italy,https://world.openfoodfacts.org/product/8003170100152/piacersi-yogurt-greco-bianco-magro-conad,yogurt
Yogurt al latte fieno intero,Alpenspitz,450 g,Eurospin,Italy,https://world.openfoodfacts.org/product/8017596131867/yogurt-al-latte-fieno-intero-alpenspitz,yogurt
Yogurt Greco Piacersi,Conad,500 g,Conad,Italy,https://world.openfoodfacts.org/product/8003170100169/yogurt-piacersi-conad,yogurt
Yogurt Greco,Selex,,,Italy,https://world.openfoodfacts.org/product/8003100006851/yogurt-greco-selex,yogurt
Yogurt Greco Piacersi Pesca 0%,Conad,170 gr,Conad,Italy,https://world.openfoodfacts.org/product/8003170100244/piacersi-conad,yogurt
Mousse alle fragole,"Milk, NÖM",,,Italy,https://world.openfoodfacts.org/product/8034066307324/mousse-alle-fragole-milk,yogurt
Chobani Zero Sugar Mixed Berry,Chobani,,,Italy,https://world.openfoodfacts.org/product/0818290018984/chobani-zero-sugar-mixed-berry,yogurt
Yogurt Vivi Verde Bio,,,,Italy,https://world.openfoodfacts.org/product/8001120675644/yogurt-vivi-verde-bio,yogurt
Kefir bianco,Land,500g,,Italy,https://world.openfoodfacts.org/product/8017596131348/kefir-bianco-land,yogurt
